"","date","PX_LAST"
"440",2005-03-16,135.9509
"441",2005-03-17,135.8642
"442",2005-03-18,135.7499
"443",2005-03-21,135.5705
"444",2005-03-22,135.7937
"445",2005-03-23,135.5061
"446",2005-03-24,135.675
"447",2005-03-29,135.7665
"448",2005-03-30,135.967
"449",2005-03-31,136.2986
"450",2005-04-01,136.4536
"451",2005-04-04,136.6189
"452",2005-04-05,136.5519
"453",2005-04-06,136.6222
"454",2005-04-07,136.9055
"455",2005-04-08,136.7469
"456",2005-04-11,136.9177
"457",2005-04-12,137.0025
"458",2005-04-13,137.1344
"459",2005-04-14,137.0614
"460",2005-04-15,137.2982
"461",2005-04-18,137.4943
"462",2005-04-19,137.6422
"463",2005-04-20,137.5969
"464",2005-04-21,137.5522
"465",2005-04-22,137.5741
"466",2005-04-25,137.7159
"467",2005-04-26,137.7291
"468",2005-04-27,137.9456
"469",2005-04-28,138.0254
"470",2005-04-29,138.0811
"471",2005-05-02,138.0912
"472",2005-05-03,138.2742
"473",2005-05-04,138.0375
"474",2005-05-05,138.1872
"475",2005-05-06,137.9
"476",2005-05-09,138.1012
"477",2005-05-10,138.4594
"478",2005-05-11,138.6641
"479",2005-05-12,138.5865
"480",2005-05-13,138.7337
"481",2005-05-16,138.725
"482",2005-05-17,138.7796
"483",2005-05-18,138.9003
"484",2005-05-19,138.7814
"485",2005-05-20,138.5758
"486",2005-05-23,138.8709
"487",2005-05-24,139.1108
"488",2005-05-25,139.2375
"489",2005-05-26,139.1105
"490",2005-05-27,139.0274
"491",2005-05-30,139.0642
"492",2005-05-31,139.4539
"493",2005-06-01,139.7916
"494",2005-06-02,139.8223
"495",2005-06-03,139.7849
"496",2005-06-06,139.9081
"497",2005-06-07,140.3222
"498",2005-06-08,140.5703
"499",2005-06-09,140.5143
"500",2005-06-10,140.3727
"501",2005-06-13,140.2407
"502",2005-06-14,140.1087
"503",2005-06-15,139.5853
"504",2005-06-16,139.331
"505",2005-06-17,139.5865
"506",2005-06-20,139.6224
"507",2005-06-21,140.2098
"508",2005-06-22,140.702
"509",2005-06-23,140.6203
"510",2005-06-24,140.6925
"511",2005-06-27,140.9536
"512",2005-06-28,140.6416
"513",2005-06-29,140.5801
"514",2005-06-30,140.8583
"515",2005-07-01,140.6692
"516",2005-07-04,140.5307
"517",2005-07-05,140.2489
"518",2005-07-06,140.1861
"519",2005-07-07,140.4841
"520",2005-07-08,140.461
"521",2005-07-11,140.2062
"522",2005-07-12,140.1806
"523",2005-07-13,140.005
"524",2005-07-14,139.8691
"525",2005-07-15,139.8291
"526",2005-07-18,140.0555
"527",2005-07-19,139.8621
"528",2005-07-20,139.8132
"529",2005-07-21,139.8767
"530",2005-07-22,140.2658
"531",2005-07-25,140.4413
"532",2005-07-26,140.2276
"533",2005-07-27,140.3538
"534",2005-07-28,140.2939
"535",2005-07-29,140.2098
"536",2005-08-01,139.87
"537",2005-08-02,139.729
"538",2005-08-03,139.8151
"539",2005-08-04,139.7943
"540",2005-08-05,139.4494
"541",2005-08-08,139.5433
"542",2005-08-09,139.5182
"543",2005-08-10,139.6636
"544",2005-08-11,139.7065
"545",2005-08-12,140.0443
"546",2005-08-15,140.2789
"547",2005-08-16,140.5664
"548",2005-08-17,140.5459
"549",2005-08-18,140.7882
"550",2005-08-19,140.7467
"551",2005-08-22,140.8195
"552",2005-08-23,140.9344
"553",2005-08-24,140.938
"554",2005-08-25,141.1059
"555",2005-08-26,141.0406
"556",2005-08-29,141.1085
"557",2005-08-30,141.0988
"558",2005-08-31,141.4192
"559",2005-09-01,141.775
"560",2005-09-02,141.7968
"561",2005-09-05,141.926
"562",2005-09-06,141.7484
"563",2005-09-07,141.6017
"564",2005-09-08,141.8059
"565",2005-09-09,141.9014
"566",2005-09-12,141.4289
"567",2005-09-13,141.6163
"568",2005-09-14,141.645
"569",2005-09-15,141.5041
"570",2005-09-16,141.2684
"571",2005-09-19,141.6237
"572",2005-09-20,141.668
"573",2005-09-21,142.0678
"574",2005-09-22,142.054
"575",2005-09-23,141.8004
"576",2005-09-26,141.4028
"577",2005-09-27,141.3764
"578",2005-09-28,141.3449
"579",2005-09-29,141.1744
"580",2005-09-30,141.2204
"581",2005-10-03,140.9723
"582",2005-10-04,141.0741
"583",2005-10-05,141.1222
"584",2005-10-06,141.0354
"585",2005-10-07,140.9899
"586",2005-10-10,141.1511
"587",2005-10-11,140.954
"588",2005-10-12,140.7779
"589",2005-10-13,140.4638
"590",2005-10-14,140.4792
"591",2005-10-17,140.4081
"592",2005-10-18,140.4617
"593",2005-10-19,140.6969
"594",2005-10-20,140.4556
"595",2005-10-21,140.8239
"596",2005-10-24,140.9296
"597",2005-10-25,140.3966
"598",2005-10-26,139.9733
"599",2005-10-27,139.7629
"600",2005-10-28,139.7199
"601",2005-10-31,139.85
"602",2005-11-01,139.585
"603",2005-11-02,139.3809
"604",2005-11-03,139.3068
"605",2005-11-04,139.112
"606",2005-11-07,139.0689
"607",2005-11-08,139.3314
"608",2005-11-09,138.8891
"609",2005-11-10,138.9961
"610",2005-11-11,139.0674
"611",2005-11-14,139.0555
"612",2005-11-15,139.1811
"613",2005-11-16,139.7155
"614",2005-11-17,139.5848
"615",2005-11-18,138.8202
"616",2005-11-21,139.3368
"617",2005-11-22,139.2789
"618",2005-11-23,139.3929
"619",2005-11-24,139.9604
"620",2005-11-25,139.8802
"621",2005-11-28,139.8861
"622",2005-11-29,139.6204
"623",2005-11-30,139.6794
"624",2005-12-01,140.0286
"625",2005-12-02,140.1468
"626",2005-12-05,140.054
"627",2005-12-06,140.2998
"628",2005-12-07,140.0787
"629",2005-12-08,140.2156
"630",2005-12-09,139.7483
"631",2005-12-12,139.982
"632",2005-12-13,140.0154
"633",2005-12-14,140.1538
"634",2005-12-15,140.1472
"635",2005-12-16,140.2925
"636",2005-12-19,140.3936
"637",2005-12-20,140.3027
"638",2005-12-21,140.0055
"639",2005-12-22,140.0862
"640",2005-12-23,140.1623
"641",2005-12-27,140.3401
"642",2005-12-28,140.5806
"643",2005-12-29,140.4253
"644",2005-12-30,140.5946
"645",2006-01-02,140.3885
"646",2006-01-03,140.4713
"647",2006-01-04,140.9638
"648",2006-01-05,141.0198
"649",2006-01-06,141.09
"650",2006-01-09,141.1007
"651",2006-01-10,140.8982
"652",2006-01-11,140.7582
"653",2006-01-12,141.0028
"654",2006-01-13,141.0063
"655",2006-01-16,141.0136
"656",2006-01-17,141.1335
"657",2006-01-18,141.0422
"658",2006-01-19,140.5506
"659",2006-01-20,140.3783
"660",2006-01-23,140.3126
"661",2006-01-24,140.4133
"662",2006-01-25,140.0623
"663",2006-01-26,139.7586
"664",2006-01-27,139.6936
"665",2006-01-30,139.779
"666",2006-01-31,139.8454
"667",2006-02-01,139.5148
"668",2006-02-02,139.5392
"669",2006-02-03,139.8097
"670",2006-02-06,139.8187
"671",2006-02-07,139.6595
"672",2006-02-08,139.8078
"673",2006-02-09,139.9573
"674",2006-02-10,140.1063
"675",2006-02-13,139.8575
"676",2006-02-14,140.0009
"677",2006-02-15,139.9494
"678",2006-02-16,139.8912
"679",2006-02-17,140.2292
"680",2006-02-20,140.3659
"681",2006-02-21,140.3064
"682",2006-02-22,140.417
"683",2006-02-23,140.0263
"684",2006-02-24,139.9613
"685",2006-02-27,139.7309
"686",2006-02-28,140.012
"687",2006-03-01,139.8273
"688",2006-03-02,139.3955
"689",2006-03-03,139.242
"690",2006-03-06,139.4005
"691",2006-03-07,139.3076
"692",2006-03-08,139.0522
"693",2006-03-09,139.0214
"694",2006-03-10,138.7406
"695",2006-03-13,138.7242
"696",2006-03-14,138.994
"697",2006-03-15,138.8601
"698",2006-03-16,138.9756
"699",2006-03-17,138.743
"700",2006-03-20,138.9848
"701",2006-03-21,138.8911
"702",2006-03-22,139.0925
"703",2006-03-23,138.9451
"704",2006-03-24,139.1497
"705",2006-03-27,139.2347
"706",2006-03-28,138.576
"707",2006-03-29,138.3949
"708",2006-03-30,138.3235
"709",2006-03-31,138.3016
"710",2006-04-03,137.9337
"711",2006-04-04,137.8412
"712",2006-04-05,137.7545
"713",2006-04-06,137.6791
"714",2006-04-07,137.7127
"715",2006-04-10,137.6599
"716",2006-04-11,137.8142
"717",2006-04-12,137.7733
"718",2006-04-13,137.3184
"719",2006-04-18,137.4061
"720",2006-04-19,137.4428
"721",2006-04-20,137.6009
"722",2006-04-21,137.5592
"723",2006-04-24,137.5867
"724",2006-04-25,137.2151
"725",2006-04-26,137.2253
"726",2006-04-27,137.3186
"727",2006-04-28,137.4843
"728",2006-05-02,137.4555
"729",2006-05-03,137.3446
"730",2006-05-04,137.1883
"731",2006-05-05,137.407
"732",2006-05-08,137.348
"733",2006-05-09,137.3064
"734",2006-05-10,137.4783
"735",2006-05-11,137.0938
"736",2006-05-12,137.1368
"737",2006-05-15,137.5851
"738",2006-05-16,137.868
"739",2006-05-17,137.3202
"740",2006-05-18,137.816
"741",2006-05-19,137.9736
"742",2006-05-22,138.3859
"743",2006-05-23,138.2488
"744",2006-05-24,138.5243
"745",2006-05-25,138.6323
"746",2006-05-26,138.5944
"747",2006-05-29,138.5835
"748",2006-05-30,138.2785
"749",2006-05-31,138.079
"750",2006-06-01,137.8918
"751",2006-06-02,138.2634
"752",2006-06-05,138.056
"753",2006-06-06,137.7972
"754",2006-06-07,137.818
"755",2006-06-08,138.233
"756",2006-06-09,138.3543
"757",2006-06-12,138.5525
"758",2006-06-13,138.8529
"759",2006-06-14,138.618
"760",2006-06-15,138.2424
"761",2006-06-16,138.352
"762",2006-06-19,138.1634
"763",2006-06-20,137.9884
"764",2006-06-21,137.8936
"765",2006-06-22,137.6328
"766",2006-06-23,137.4436
"767",2006-06-26,137.3673
"768",2006-06-27,137.4112
"769",2006-06-28,137.3742
"770",2006-06-29,137.6458
"771",2006-06-30,137.576
"772",2006-07-03,137.5199
"773",2006-07-04,137.619
"774",2006-07-05,137.2474
"775",2006-07-06,137.3359
"776",2006-07-07,137.6687
"777",2006-07-10,137.5158
"778",2006-07-11,137.8193
"779",2006-07-12,137.5655
"780",2006-07-13,137.9315
"781",2006-07-14,138.2781
"782",2006-07-17,138.2463
"783",2006-07-18,138.1189
"784",2006-07-19,138.2797
"785",2006-07-20,138.3084
"786",2006-07-21,138.572
"787",2006-07-24,138.5747
"788",2006-07-25,138.572
"789",2006-07-26,138.418
"790",2006-07-27,138.6567
"791",2006-07-28,138.8606
"792",2006-07-31,138.9144
"793",2006-08-01,138.872
"794",2006-08-02,138.8307
"795",2006-08-03,138.5367
"796",2006-08-04,138.9692
"797",2006-08-07,139.0372
"798",2006-08-08,139.0835
"799",2006-08-09,138.8956
"800",2006-08-10,138.9403
"801",2006-08-11,138.6661
"802",2006-08-14,138.5409
"803",2006-08-15,138.7399
"804",2006-08-16,138.9836
"805",2006-08-17,139.0628
"806",2006-08-18,139.1611
"807",2006-08-21,139.444
"808",2006-08-22,139.9272
"809",2006-08-23,139.8163
"810",2006-08-24,139.9418
"811",2006-08-25,140.061
"812",2006-08-28,140.0941
"813",2006-08-29,139.8328
"814",2006-08-30,140.0354
"815",2006-08-31,140.265
"816",2006-09-01,140.3891
"817",2006-09-04,140.3733
"818",2006-09-05,140.1278
"819",2006-09-06,139.8402
"820",2006-09-07,139.9708
"821",2006-09-08,140.1145
"822",2006-09-11,140.0201
"823",2006-09-12,139.8656
"824",2006-09-13,140.0901
"825",2006-09-14,140.1149
"826",2006-09-15,140.2399
"827",2006-09-18,139.8919
"828",2006-09-19,140.232
"829",2006-09-20,140.3053
"830",2006-09-21,140.3677
"831",2006-09-22,140.9295
"832",2006-09-25,141.2159
"833",2006-09-26,141.211
"834",2006-09-27,141.081
"835",2006-09-28,140.953
"836",2006-09-29,140.8249
"837",2006-10-02,141.0123
"838",2006-10-03,140.74
"839",2006-10-04,140.9964
"840",2006-10-05,140.8914
"841",2006-10-06,140.7518
"842",2006-10-09,140.708
"843",2006-10-10,140.3722
"844",2006-10-11,140.4179
"845",2006-10-12,140.4856
"846",2006-10-13,140.3252
"847",2006-10-16,140.3893
"848",2006-10-17,140.5943
"849",2006-10-18,140.5079
"850",2006-10-19,140.3339
"851",2006-10-20,140.3684
"852",2006-10-23,140.1689
"853",2006-10-24,140.2006
"854",2006-10-25,140.1577
"855",2006-10-26,140.3005
"856",2006-10-27,140.589
"857",2006-10-30,140.7353
"858",2006-10-31,141.1543
"859",2006-11-01,141.4584
"860",2006-11-02,141.2146
"861",2006-11-03,140.9905
"862",2006-11-06,140.8672
"863",2006-11-07,141.2027
"864",2006-11-08,141.0395
"865",2006-11-09,141.1762
"866",2006-11-10,141.4316
"867",2006-11-13,141.3203
"868",2006-11-14,141.4432
"869",2006-11-15,141.2873
"870",2006-11-16,141.2648
"871",2006-11-17,141.415
"872",2006-11-20,141.6318
"873",2006-11-21,141.6013
"874",2006-11-22,141.6438
"875",2006-11-23,141.4341
"876",2006-11-24,141.7916
"877",2006-11-27,141.6587
"878",2006-11-28,141.8478
"879",2006-11-29,141.6656
"880",2006-11-30,141.8652
"881",2006-12-01,142.1034
"882",2006-12-04,142.1262
"883",2006-12-05,141.9983
"884",2006-12-06,141.9555
"885",2006-12-07,141.7672
"886",2006-12-08,141.6716
"887",2006-12-11,141.5327
"888",2006-12-12,141.5541
"889",2006-12-13,141.529
"890",2006-12-14,141.2396
"891",2006-12-15,141.1964
"892",2006-12-18,141.0777
"893",2006-12-19,140.8559
"894",2006-12-20,140.8907
"895",2006-12-21,140.7781
"896",2006-12-22,140.7021
"897",2006-12-27,140.5643
"898",2006-12-28,140.4064
"899",2006-12-29,140.4701
"900",2007-01-02,140.7118
"901",2007-01-03,140.6223
"902",2007-01-04,140.7403
"903",2007-01-05,140.4288
"904",2007-01-08,140.5388
"905",2007-01-09,140.3644
"906",2007-01-10,140.3109
"907",2007-01-11,140.3848
"908",2007-01-12,140.0699
"909",2007-01-15,140.1965
"910",2007-01-16,140.2938
"911",2007-01-17,140.321
"912",2007-01-18,140.1429
"913",2007-01-19,140.2289
"914",2007-01-22,140.5131
"915",2007-01-23,140.5123
"916",2007-01-24,140.3726
"917",2007-01-25,140.212
"918",2007-01-26,140.1631
"919",2007-01-29,140.0267
"920",2007-01-30,140.0806
"921",2007-01-31,140.1882
"922",2007-02-01,140.261
"923",2007-02-02,140.4883
"924",2007-02-05,140.7277
"925",2007-02-06,140.7088
"926",2007-02-07,140.7379
"927",2007-02-08,140.6349
"928",2007-02-09,140.3949
"929",2007-02-12,140.3559
"930",2007-02-13,140.2669
"931",2007-02-14,140.4222
"932",2007-02-15,140.7756
"933",2007-02-16,140.7206
"934",2007-02-19,140.6515
"935",2007-02-20,140.6761
"936",2007-02-21,140.8076
"937",2007-02-22,140.5688
"938",2007-02-23,140.8403
